"x1","x2","x3","x4","x5","z"
1,1,0,2,2,1.80429606492752
1,0,1,2,0,-1.10483464487496
0,1,2,4,2,1.83188227921679
0,0,2,4,2,2.14044098316761
0,1,1,3,0,-0.28537237759497
2,1,2,1,0,1.66650725222825
1,0,0,3,2,1.86039801676107
0,0,1,0,1,0.954701419793304
1,0,2,4,2,3.60443210532777
0,1,1,0,0,1.83137874296774
2,1,2,1,1,24.272934289621
0,1,1,0,2,1.45963988443403
1,0,1,1,2,1.96506547644616
1,1,2,3,1,8.07886795775465
1,1,0,0,0,3.84920323569219
2,1,0,1,0,7.44730738392552
0,1,2,4,0,4.26982650723534
2,0,0,2,0,2.36919720281962
1,0,0,3,1,0.423236575146041
0,0,1,0,1,0.132699231596765
1,1,1,1,2,2.57384153650841
2,0,1,3,1,1.30323498387643
1,0,2,2,1,1.86156501558439
0,0,0,0,0,-0.932548328569644
1,0,2,0,2,3.0922901202093
2,0,0,1,2,1.27093949469222
1,1,1,0,2,8.06291722194054
0,0,2,0,2,1.37816933800697
0,1,2,2,1,3.51180117878845
0,0,1,2,1,0.903765731084303
0,1,2,3,1,13.7989111635097
1,1,2,2,0,1.57849515668571
2,0,1,1,0,2.04707993583198
0,1,2,3,1,10.6031087655632
0,0,2,3,1,1.84641529028078
2,1,0,4,2,3.00875744685059
1,0,2,2,1,0.927587571200729
2,0,1,1,0,1.85804159317646
0,1,2,3,0,5.16477600451208
1,0,1,1,0,0.119426249553351
2,1,1,0,0,2.54722857137695
2,0,2,3,1,2.37769543132261
0,0,2,4,0,0.577578508727544
2,0,2,4,1,2.56126180754475
0,1,1,0,0,6.03542055597783
0,1,2,0,2,4.17221196172992
2,1,2,0,2,3.11292001121858
1,1,0,2,0,2.19659064246872
2,1,1,0,0,3.51590855687121
1,1,0,2,0,-0.211312076018316
0,0,1,3,0,-0.209431153469126
0,1,2,0,2,7.65824383288711
0,0,2,1,1,2.87037698446041
0,1,1,4,0,4.5391843722873
1,1,0,3,0,2.59843726055808
1,0,1,2,1,1.16266101108413
1,0,2,3,1,0.487309652784427
2,1,0,3,2,9.68397961204711
0,1,1,0,1,2.69238349807825
1,0,1,3,0,-0.503592245322251
1,0,1,1,2,1.67655526062461
2,0,1,1,2,1.89045566305212
1,0,2,1,1,2.42574719769332
2,1,2,1,0,4.13222834512598
0,1,2,2,2,8.15135149134486
2,1,2,1,1,4.87031978797389
0,0,0,4,0,1.3448051581693
1,0,0,2,2,2.66616793840063
0,0,0,2,0,0.236233736544312
1,0,0,3,1,-0.285893087301145
2,0,2,0,0,2.87846237638112
2,1,2,3,0,6.43399274897102
0,1,0,4,2,3.20217343463436
2,1,1,2,2,2.43282425231951
2,1,0,0,2,2.98078817354284
1,1,0,1,2,2.68536775928789
1,0,0,2,0,-0.567018265057543
1,1,0,0,1,0.847691297952095
2,1,1,1,2,6.04274785107116
2,0,1,4,1,3.52403733964547
2,0,1,0,2,0.980598665278771
1,1,1,0,2,0.753656936536186
1,0,0,1,0,-2.12625536062074
2,0,0,0,0,0.75082106079466
0,0,0,3,2,4.91068874374928
1,1,0,1,2,1.25727736614859
2,0,2,3,0,2.17821775878179
2,1,0,0,1,2.07143327832567
1,0,2,4,0,2.39753622726275
1,1,1,2,1,-0.418484240947602
2,0,2,3,1,0.718226710854669
2,1,2,3,0,2.18104611712874
0,0,1,2,1,0.91428983820456
1,1,2,2,0,0.652759221676395
1,1,2,4,2,1.87034177446664
0,0,0,4,0,0.0774875398875399
0,1,0,0,0,1.73750995318791
1,1,1,1,2,3.26770495845172
2,1,1,4,0,3.92750887274879
2,1,2,3,2,11.9335219592168
0,1,1,1,0,6.91903330059148
0,1,1,0,2,2.54604305694957
1,1,0,3,0,1.67580297701143
0,1,2,4,1,15.1231557646926
0,0,0,1,1,-0.00221080067843438
0,0,0,2,1,0.179088575059324
0,0,0,3,2,1.61533982760184
0,0,2,3,2,6.94937123712448
1,1,0,4,1,5.77572702963378
0,1,1,4,2,3.58912520296212
2,1,1,2,1,2.06933473387141
2,0,0,1,1,0.0389162602248732
0,0,0,1,2,1.83406017662384
1,1,1,4,0,2.78299737220388
0,0,1,2,1,0.554665114949248
2,0,1,4,0,-0.57819217052403
1,1,2,3,0,2.54601570930602
0,0,1,1,0,-1.13563363786797
2,1,1,2,0,2.24030056935367
1,1,0,0,1,0.499629621975867
1,0,1,2,1,0.234646408533249
2,0,2,1,0,4.36443035420663
0,0,1,2,1,0.155332610149686
0,0,1,2,1,-1.41517081106528
0,0,0,1,2,3.20502665942628
1,0,1,1,0,-0.917601511342346
2,1,2,4,1,5.79781878401178
0,0,2,4,0,4.8069110019739
1,1,1,4,1,3.50102759158822
0,0,2,3,2,4.43532950558587
2,0,0,4,0,0.636519229374441
2,0,0,3,0,1.07079003923303
1,0,0,2,2,1.43780308693076
2,1,1,4,0,5.37409722755893
0,1,2,3,1,2.54119631351328
2,0,2,4,2,0.951464081392619
0,1,1,2,0,1.70654344042934
1,1,2,4,0,3.31757469905117
1,0,2,4,0,1.02728117407558
1,1,2,3,0,3.01493772277457
2,0,2,0,0,-0.40280815437075
0,1,1,2,2,4.65816759673602
1,1,2,1,2,2.52938060632797
1,1,2,3,1,1.58767374884924
1,0,0,3,0,1.81004424546041
1,0,2,1,1,0.901897236926893
1,1,0,3,2,3.84273799615793
2,0,1,1,2,2.76239337505339
2,1,1,0,1,3.37678541791813
2,1,2,1,0,11.743572398824
0,1,2,3,2,2.68761365512474
2,0,0,0,1,0.185226468870691
2,0,0,3,1,4.72575047974829
1,1,1,2,0,1.83722040062131
0,0,2,0,2,2.55774604211536
0,0,0,0,2,2.78870768354141
1,0,1,0,1,-2.34104915358238
2,0,0,1,1,1.88501971444155
2,0,1,4,2,1.99881951722223
0,1,2,2,1,8.96994425775873
0,1,1,2,2,3.77701203484322
1,0,2,4,2,3.0669750760633
0,1,0,3,0,3.76693929958391
2,1,2,2,1,6.37519828445321
0,0,2,0,0,5.71567315574665
1,1,1,3,0,1.89197803997364
1,0,0,1,2,0.990286323509267
0,0,0,4,1,-0.00675135723006703
1,1,0,2,2,2.6358795932753
1,1,2,2,1,4.99575157744817
1,1,2,2,0,10.1516145513304
1,1,0,3,2,3.32354127902259
0,0,1,3,0,4.23616029014811
0,0,1,0,2,2.64786688280676
0,0,2,3,2,3.45139364783238
2,0,2,1,2,1.84765531453003
1,0,0,0,0,-2.43767271155276
1,1,0,4,0,2.02096530362472
0,0,1,2,1,4.32608006060712
0,0,0,1,2,0.20798951898607
2,1,1,4,1,2.56796100527827
1,0,1,0,2,-1.0352861040288
1,1,0,2,2,-0.100216250262128
1,0,1,4,2,0.766023596435235
2,1,1,3,0,0.829215940750414
0,0,1,3,2,2.70218319996869
2,0,2,4,1,2.16259576535422
2,1,2,3,2,5.08169977657587
0,1,1,1,0,2.41606280233007
1,1,2,3,1,2.98606859592683
1,0,2,0,0,-2.65462260122744
2,1,1,0,2,2.23973192301717
2,0,0,3,2,1.37978532570131
1,1,0,0,0,10.4921068710677
1,1,0,4,2,1.24467873071906
0,1,1,4,0,1.50552379407535
1,1,2,0,1,11.3170580227494
0,0,0,3,0,0.884479321983594
0,0,0,0,0,0.128159101641617
0,0,2,1,1,2.14691618216304
2,1,0,4,0,4.14569186221739
2,1,1,1,1,2.9211283938122
1,1,0,4,1,2.05189676289602
0,1,2,3,0,1.90298723763701
1,1,2,0,1,3.99409015435785
2,0,0,0,2,4.43978917626495
2,1,0,2,1,5.24237014217723
0,0,1,0,2,4.08430672811622
1,1,1,4,0,4.72024968954793
2,1,1,1,2,6.98503546030815
1,1,0,2,1,1.21656646884937
2,0,2,2,0,3.74579742682163
1,1,0,4,0,0.182940073603681
2,1,0,4,0,4.76144280294851
1,0,0,3,2,0.584936164620119
2,0,2,2,0,11.2388521323891
2,1,0,1,2,3.60047477021992
0,1,2,2,2,6.76564595347053
0,1,2,3,0,3.44568217805582
1,1,1,3,0,7.29560321039067
0,0,1,0,0,2.56191525219585
0,1,2,0,2,3.33656764917826
0,1,2,0,1,6.94860343232716
1,0,1,3,1,1.70630100918554
2,0,0,4,2,2.280724372867
1,0,0,0,0,0.670336140641733
1,0,1,3,2,-0.0704180879985622
1,0,0,4,1,2.82974892473755
0,0,0,2,0,0.491017178299085
2,0,1,3,1,2.86408806821845
0,1,1,3,0,2.97430215295708
1,0,1,4,0,0.428452288131824
1,1,1,1,0,2.95423372915887
2,0,2,3,1,1.76442509500846
2,1,0,3,0,4.35012512443104
2,1,0,3,2,5.77235857721038
2,1,2,4,2,4.38472228643474
2,0,0,3,2,2.21895357460575
0,0,2,3,0,0.00662612774580862
1,1,1,4,0,2.94593337829735
2,1,0,0,1,1.62203136714533
0,0,2,1,1,2.64255906536361
1,0,2,4,2,0.991587435728627
1,1,2,3,1,2.69341519030413
2,1,2,1,2,4.37198936981229
2,0,0,1,1,-0.399179090296594
1,0,2,0,0,0.47531201048931
2,0,1,3,1,3.5113024100978
0,0,0,2,1,3.31501489548016
2,0,1,4,1,2.8065283440471
0,1,1,0,1,3.41516416517194
2,1,1,1,0,4.63198047031073
1,0,0,1,1,-0.18833099649929
2,0,1,4,0,2.22854610553941
1,1,2,1,0,3.24951564896272
0,0,1,2,2,4.31602772132493
0,0,1,2,2,3.54181554531908
2,0,0,2,2,1.86200491940836
1,0,1,2,0,-1.02437816329269
0,0,0,1,0,-1.26031872622696
1,0,2,1,0,0.995960850553979
0,0,2,3,1,2.10868932331007
1,1,2,1,1,2.81512427833471
0,0,0,2,2,2.07227167025056
0,0,2,3,2,7.10423871419584
1,1,2,2,1,2.39203950972913
2,1,2,0,2,2.6926823696004
2,0,1,3,1,6.48520249973859
1,0,2,3,1,1.84723532144561
1,0,1,3,1,1.21285143793887
2,0,1,1,0,1.13268034406772
1,0,1,1,1,1.1254851713938
0,0,0,0,2,-0.0573118854216756
0,1,1,4,2,4.35958079625062
0,0,0,3,1,2.25657594272522
1,0,0,1,2,2.52100381927963
0,0,0,2,2,1.45664993014266
2,0,0,1,1,1.40054040735534
0,1,1,1,2,5.31343587967802
1,1,0,1,1,2.7215725263842
1,1,2,3,0,1.49403058902464
1,0,0,0,0,-0.370798955059864
1,0,0,2,0,-1.58639193823759
2,1,0,2,1,-0.0780367175972396
1,0,2,4,2,3.19630439364355
1,0,2,4,1,1.76353687399666
1,1,0,3,1,2.01968438157322
0,0,1,4,2,1.76645756948293
2,0,2,1,0,0.732521739578454
0,0,0,0,2,4.06087307112871
2,0,2,4,2,3.41022513775411
1,1,2,1,1,2.65987709427925
2,0,1,3,0,-0.778258489739027
2,0,2,3,2,2.641453888351
2,0,2,2,0,2.81438808238775
0,1,0,0,0,1.58313425875923
2,0,0,1,2,2.36507683324153
0,1,1,4,1,5.9690376965661
2,0,0,1,0,-0.517330485884982
0,1,0,0,2,1.20295248428108
0,1,0,4,1,7.20201832268725
0,0,2,2,2,3.79118841907077
1,0,0,3,1,1.72586681574486
2,0,1,0,2,7.5606846587363
1,0,0,4,0,3.49529605467308
2,1,0,3,1,2.68540340708496
2,1,0,1,2,1.63801149895416
0,0,1,1,0,-0.379170082494496
2,1,1,0,1,7.08933751007103
1,1,0,4,1,0.438367038893864
1,1,2,2,0,1.70848351313595
2,0,1,3,0,0.0155079639015547
2,1,1,4,1,3.47869686057275
0,0,0,3,1,0.671454988696426
1,0,1,2,1,-0.357182553334464
0,0,1,3,1,2.14321700467107
2,1,2,2,2,9.26940765309518
0,0,1,1,1,0.732004476253881
2,1,2,1,0,1.17229484453031
1,0,0,2,2,2.36094912161082
1,1,2,1,2,2.26742124153538
2,1,0,3,2,3.62784007554402
2,1,2,2,1,3.64007064697241
1,0,0,1,2,1.05372959351617
2,1,0,1,2,3.86749502619767
2,0,2,1,0,1.15828736576264
0,0,0,1,1,0.861830260514584
0,0,1,3,1,2.04390983068083
2,1,2,0,2,1.08700301959566
0,0,1,3,2,1.73177652265924
0,1,1,4,0,1.29225197208784
2,1,2,0,0,8.31251639251636
0,0,2,2,2,1.59130217462419
0,0,2,3,1,4.9148992736717
2,0,2,1,2,0.560321087533426
0,0,2,3,2,2.25707017154929
0,0,1,2,1,2.61893428139248
0,1,2,4,1,21.2867992941142
2,1,1,1,1,2.72674792060538
1,1,0,0,2,1.94769132885904
2,0,1,3,0,-1.66371865238485
2,1,0,3,0,2.63578404644153
1,0,1,1,1,-0.965428058109591
0,0,1,0,2,-0.125238732416196
2,0,2,3,2,3.15343202825822
2,1,2,3,0,4.36538738744979
0,0,1,0,0,2.18344712191725
0,0,0,4,2,2.40322648212011
1,0,1,2,2,2.50042875218175
0,0,0,2,0,0.801589910943382
2,0,1,2,0,-1.70239273711621
0,0,1,4,0,1.76669512434435
2,0,0,0,2,4.23082155552138
1,1,0,2,2,4.71784480404411
2,0,1,0,2,1.0668227994073
2,0,1,1,2,2.20132815277859
1,0,0,1,0,0.736381040375641
2,0,0,1,2,-0.479700150617799
1,1,1,2,1,1.18947984630019
0,1,2,4,2,12.5690876765159
1,1,2,0,1,9.84730729171253
2,0,0,2,1,0.793883030728644
2,1,1,4,1,1.62392767075976
1,1,1,3,2,4.50374354805944
0,1,2,4,0,6.99759759135565
2,1,1,4,0,3.12080734095734
0,0,2,1,2,0.132156210760909
0,0,1,2,2,2.55554597634015
2,1,1,1,1,-0.439631840516283
0,1,2,0,2,2.41603257524433
1,0,1,3,1,0.948801350893288
1,1,0,4,1,2.2005081070391
0,1,1,0,2,4.82562436116509
2,0,1,0,0,1.51489452906799
0,1,0,0,0,1.98844295668884
2,1,1,2,1,1.95140834600684
0,0,2,2,2,0.50114085422465
0,1,0,2,1,3.21503106895723
1,0,0,2,2,-0.0705900605197921
1,1,1,1,0,2.25765594375055
1,0,1,4,0,-1.47369598602647
0,0,2,1,2,2.25509796873815
0,1,1,2,0,3.83497173860923
2,1,0,2,1,1.77590990749284
0,0,2,3,1,2.9697408108571
0,0,0,4,1,1.89639347845021
0,1,1,1,1,0.932031744242559
0,0,1,2,2,3.14309622547074
0,0,0,3,2,6.38042848222007
1,0,1,2,2,0.685874969971507
1,0,2,2,1,1.80374572989846
1,0,0,2,0,-0.0276164822218221
1,0,1,1,1,-0.514632785055166
0,0,2,1,2,0.350108130166718
1,1,0,0,2,7.3605982705495
0,1,0,0,2,1.37387926272196
0,0,1,1,2,-0.0937132191125525
0,1,2,0,1,4.80435323091708
0,0,0,2,0,0.780240727803006
2,0,1,3,1,2.34748884376021
1,0,1,2,0,-1.06076640513886
1,0,0,4,2,0.985199591097292
2,0,1,2,0,3.02976895555797
1,0,2,4,2,4.20041832164579
0,0,0,4,1,1.54521553323578
2,1,2,3,2,3.77622230090714
0,1,2,1,2,7.99925677902267
2,1,1,3,0,2.16352981594893
1,1,0,1,2,2.20509694315336
0,1,2,3,1,3.51799593043138
0,1,2,0,1,2.93901746366897
1,0,2,2,1,0.531693177113428
2,1,0,2,2,5.87686965118657
1,0,0,2,1,0.264078900706222
1,0,2,2,1,2.64136917489731
1,0,0,2,0,1.37070476025042
2,0,0,4,2,2.19750531219978
2,0,2,3,0,-0.0522562011893998
0,1,0,3,2,4.74692278600166
0,1,2,3,0,3.00967910370928
0,0,2,4,0,1.43915282724388
1,0,2,2,0,0.793472737311066
1,1,0,2,0,0.199437930473699
1,1,1,1,0,1.05792389026086
0,1,0,4,0,-0.373198679931845
1,1,2,4,1,3.52231868923699
2,0,1,4,0,0.148709618528697
1,1,0,2,2,2.42362698968693
0,0,2,2,2,1.33453227323321
2,1,0,3,1,5.09379927868571
1,1,2,2,1,1.98965130870891
0,1,0,3,1,5.31900117706621
2,0,0,3,0,5.53781440894949
0,1,2,4,0,7.22838052182036
0,0,0,4,2,4.5042264473585
0,0,0,0,0,5.89369577223312
2,0,1,3,0,2.45246615711827
0,0,1,0,0,-1.09135302601228
1,1,1,2,0,1.05488089690058
1,0,1,0,0,-0.49949136303192
0,1,2,3,2,5.96009381014259
0,0,2,2,0,2.05443415720235
0,1,0,4,1,7.42064878243369
1,0,2,0,0,1.32791482042332
1,1,0,2,2,4.16743768693128
0,1,1,3,2,12.8768888019391
1,1,0,0,2,1.51489655540179
2,1,1,2,2,2.17431729939893
2,0,0,0,1,2.48817898687583
1,0,0,4,0,-1.75059861331621
1,1,0,4,2,0.776082767658019
2,0,2,3,0,-0.934092801157769
1,1,2,3,1,19.4228271285665
1,0,2,2,2,2.6902811864046
1,0,1,2,1,1.77608683748645
2,0,0,1,2,3.73063260273082
1,1,1,3,2,3.11041039899206
0,0,1,1,0,-1.00232048279342
0,1,0,1,2,3.26254283262442
0,1,2,3,1,6.23648011763933
1,1,2,0,1,3.64160429579307
