"x1","x2","x3","x4","x5","z"
1,0,1,3,1,28.976080188096
0,1,2,0,0,16.1531361977034
0,1,1,2,2,19.701719928224
1,0,1,0,2,17.9347019937288
1,1,1,1,2,22.6389437436107
2,0,0,2,1,1.48166426277296
0,1,2,1,1,1.72572542211229
0,0,0,0,2,-2.4971567770373
2,0,1,4,2,18.953850556322
0,0,2,2,2,15.8058039394846
1,1,1,0,0,4.736727855367
0,0,2,1,2,1.64424374158809
2,0,2,3,1,39.2279707574042
1,0,2,4,2,12.826847121981
0,0,1,2,2,19.5835028058388
0,1,0,4,1,14.7874270928904
1,0,2,0,1,18.8594406168505
0,0,0,4,2,-1.94198679614366
0,1,1,1,1,3.75090137490087
2,0,1,0,2,1.34119438810137
1,1,0,3,2,17.8683200262737
0,0,2,3,2,37.4838814598361
1,0,2,4,0,4.11103537167962
1,1,2,1,2,5.42482617968956
2,0,0,2,0,2.29811304901834
2,1,2,4,1,14.5762750045534
0,1,2,4,1,78.0301984463072
2,0,0,4,1,115.874906036812
1,0,0,2,0,0.999382121500312
2,0,1,4,2,15.934908876541
1,0,0,1,0,1.92631087501573
2,0,1,3,1,3.18566383086326
0,1,2,0,2,1.21616432481852
2,1,1,3,1,11.0311810943654
2,0,1,4,0,27.8916685614857
1,1,2,4,0,2.11762828029261
0,1,1,1,1,12.8753907216174
2,1,2,4,0,23.1787210477663
2,0,1,4,2,16.2233859395132
1,0,1,0,1,21.0425034972771
1,0,1,4,0,8.53687542298566
0,1,2,3,1,3.72289773019048
1,1,2,2,0,28.4491233338321
1,0,0,4,1,7.06220665185733
1,1,0,2,1,7.75133450942678
0,0,1,3,0,9.98972365220416
2,1,0,0,2,11.9773921505207
2,0,1,3,2,34.6193989476647
0,1,2,3,2,5.34302086935668
0,0,2,0,2,4.78358097956234
1,1,0,4,0,1.14617545648046
1,1,0,3,2,22.8896831403754
1,1,0,1,1,2.15773442541145
0,1,1,4,1,2.30159767467898
0,1,0,0,0,0.970625189323815
2,0,1,4,0,25.4008280135993
1,1,0,3,2,11.6500072799192
2,1,1,3,2,36.8797456127168
2,1,1,1,0,1.74285695475486
1,1,2,0,1,1.90436364619373
0,1,0,0,0,-1.73361937498021
1,0,2,2,1,17.1230874915851
2,0,2,3,0,2.73276893764577
2,0,1,1,0,1.39554871383245
0,0,1,1,1,1.64677169414468
0,1,2,3,0,10.2902748398519
0,0,1,1,2,32.7830633049717
0,1,2,3,2,4.75690478976707
0,1,0,0,2,10.4160457618161
1,1,0,1,1,23.3061174784662
0,1,2,2,2,5.20020446324739
2,0,2,2,2,5.72613728901061
1,1,0,0,2,1.52991856900494
1,1,0,0,0,-0.184528387098332
2,0,1,4,1,3.90670208005386
1,0,0,4,2,3.66713527451877
1,1,0,0,1,15.8093104221142
2,1,0,3,2,3.29489468226222
1,1,0,1,1,3.23459585051833
0,0,0,1,1,17.1101001444215
1,1,1,3,2,17.4809976804038
1,0,2,4,0,43.5091956683665
0,0,2,3,2,24.0764671339522
0,0,0,3,2,2.02233895919266
2,0,2,4,1,12.3925490005195
1,0,1,3,2,4.94946902907786
2,1,0,4,0,-6.42707541226837
1,0,2,0,2,36.5308474749065
0,0,2,2,2,8.6422511638332
2,0,1,3,0,1.58865019276126
1,0,1,0,1,1.84528257728615
2,0,2,2,0,7.17974493685512
0,1,1,1,0,7.00150880463041
0,0,1,3,0,29.1507336784982
1,0,0,2,2,-6.00126811329281
1,1,0,1,1,15.0136454534796
2,0,0,0,1,13.0496174542884
1,1,2,4,2,33.0118812749384
1,1,1,2,0,15.9271263155659
0,1,2,2,0,4.2782528011743
0,1,0,3,0,1.25543612153651
2,0,2,0,2,22.0005872499228
2,0,1,3,1,37.9998075194964
2,1,1,2,0,24.145667119449
0,0,1,2,2,2.13206650347887
2,1,1,0,0,0.725737700590486
2,1,0,3,1,29.8109702262059
1,0,1,0,1,1.58221609470766
2,1,0,1,2,1.02323553702512
0,0,0,0,1,10.3714293922192
0,0,1,1,1,5.8774819552455
1,1,0,2,2,5.98507653037501
0,0,0,3,2,2.94557421578847
1,1,1,1,1,1.39841235078535
2,0,1,2,1,1.25651449630038
0,1,1,1,2,1.7628252224994
0,1,0,2,0,1.77861017547121
1,1,1,0,2,13.4633890137279
0,0,0,4,0,1.56132311863453
1,1,2,0,1,16.0528086650639
2,1,0,0,0,0.263673105113822
2,1,2,0,2,29.5819726246135
1,1,0,3,0,17.3821321796052
0,1,1,4,1,6.30880847389735
1,1,2,4,0,3.66750475304104
2,1,2,0,1,4.41562006691866
2,1,2,4,1,7.17527135431217
1,1,0,2,2,1.5369608213405
0,1,1,4,2,24.9486376267622
1,1,0,4,1,3.67596167269412
2,1,2,4,1,3.65560182853324
1,0,2,1,0,15.2723755401873
1,1,1,2,1,26.9926289595446
2,0,2,1,2,20.9689946909303
1,1,2,2,0,12.0330427126636
2,1,2,3,0,1.73957313820192
2,1,1,2,0,9.99264236275786
0,1,0,1,1,18.993332288901
2,1,0,2,0,9.42629118849457
2,0,1,1,2,36.5476151890552
2,1,0,1,1,9.10870723924362
0,1,1,4,2,3.90454269588606
0,0,2,4,2,6.60335022222833
2,0,0,2,2,1.22813590410295
1,0,2,2,0,2.17439727891256
1,1,1,4,2,30.1557682297659
2,0,0,2,0,1.96590653789523
0,0,1,4,0,14.8944646832718
0,0,1,2,1,2.50558603218445
1,0,0,4,1,20.8847762830256
0,1,2,0,1,2.03893469355783
2,1,0,4,0,0.603344850481068
0,1,2,4,1,12.2460707513077
2,1,0,4,1,44.9040781285845
1,1,2,4,1,21.4027595947176
0,1,1,4,1,1.40650215148358
1,0,0,0,0,0.38459119614071
2,0,1,4,0,15.4248089472623
1,1,0,2,2,4.36012701568856
0,1,1,2,1,2.15625177101664
1,0,0,1,0,5.22045564476898
2,1,1,2,1,1.83108756777765
1,1,0,2,1,1.87293000402338
2,0,1,3,2,1.24638666415056
1,1,1,1,2,1.10063336040686
1,0,0,4,0,2.27566280950133
2,0,1,0,2,6.66302801271709
2,0,0,2,0,11.9344124384174
0,0,1,1,2,2.14864457411609
1,1,0,2,2,6.43857017945747
1,0,1,2,0,1.9897514452202
0,1,2,4,2,2.11210524881187
0,0,2,4,2,3.55847074115408
0,1,1,3,0,10.4792009445095
2,1,2,1,0,1.35925434543304
1,0,0,3,2,1.41432358687029
0,0,1,0,1,3.73527870404321
1,0,2,4,2,6.35481278601712
0,1,1,0,0,11.7304939071016
2,1,2,1,1,72.3029319175246
0,1,1,0,2,1.65553256898503
1,0,1,1,2,80.6126171501053
1,1,2,3,1,3.14606839536524
1,1,0,0,0,-2.89056402357567
2,1,0,1,0,1.59179313999455
0,1,2,4,0,1.71908494200624
2,0,0,2,0,4.64003816424439
1,0,0,3,1,3.28795995936612
0,0,1,0,1,15.5785870764267
1,1,1,1,2,1.86640134699336
2,0,1,3,1,39.055733332634
1,0,2,2,1,3.87109890122168
0,0,0,0,0,5.06995248860236
1,0,2,0,2,1.21932997669253
2,0,0,1,2,0.950339679464781
1,1,1,0,2,3.16721363901927
0,0,2,0,2,1.60422584646845
0,1,2,2,1,2.50412628420853
0,0,1,2,1,2.41981255089408
0,1,2,3,1,23.81791799725
1,1,2,2,0,1.25053412287198
2,0,1,1,0,25.7715799063663
0,1,2,3,1,3.86812894530488
0,0,2,3,1,20.0854267657322
2,1,0,4,2,40.2989674276802
1,0,2,2,1,4.31993730440589
2,0,1,1,0,6.93943774998124
0,1,2,3,0,1.12479445325096
1,0,1,1,0,0.987239516267761
2,1,1,0,0,4.8164645602569
2,0,2,3,1,15.3325860114541
0,0,2,4,0,2.29953933330595
2,0,2,4,1,28.9641559500678
0,1,1,0,0,2.80025557305795
0,1,2,0,2,27.6620695123792
2,1,2,0,2,13.680751370135
1,1,0,2,0,0.134330104161919
2,1,1,0,0,6.77119484745722
1,1,0,2,0,5.32113840928931
0,0,1,3,0,49.9914586588606
0,1,2,0,2,43.9243135501614
0,0,2,1,1,1.23488019508596
0,1,1,4,0,2.4585431924604
1,1,0,3,0,2.2659312120144
1,0,1,2,1,1.82737432932075
1,0,2,3,1,1.85537985748349
2,1,0,3,2,20.8409992655742
0,1,1,0,1,11.2521023143129
1,0,1,3,0,2.31065388800732
1,0,1,1,2,16.619699999594
2,0,1,1,2,4.48832142533791
1,0,2,1,1,0.624651843944084
2,1,2,1,0,17.808131188292
0,1,2,2,2,4.82251194662014
2,1,2,1,1,2.18277151170011
0,0,0,4,0,-32.6256569145792
1,0,0,2,2,6.39928894012093
0,0,0,2,0,10.391229230833
1,0,0,3,1,5.51350520554518
2,0,2,0,0,1.42477416561617
2,1,2,3,0,9.227372051864
0,1,0,4,2,3.00974667921389
2,1,1,2,2,11.6110356236965
2,1,0,0,2,4.72347340389499
1,1,0,1,2,27.856428863073
1,0,0,2,0,7.1558417167152
1,1,0,0,1,1.19729231256789
2,1,1,1,2,5.95115108988094
2,0,1,4,1,16.8948049180049
2,0,1,0,2,11.0688134530549
1,1,1,0,2,9.74677671826345
1,0,0,1,0,11.9665428473732
2,0,0,0,0,1.30125851984962
0,0,0,3,2,25.0384950633694
1,1,0,1,2,1.44062039593
2,0,2,3,0,1.22802684005158
2,1,0,0,1,6.19863728177203
1,0,2,4,0,4.82082446872417
1,1,1,2,1,4.11495760196947
2,0,2,3,1,2.29658066994953
2,1,2,3,0,1.7215075739687
0,0,1,2,1,3.34146927333112
1,1,2,2,0,12.4472463150013
1,1,2,4,2,14.8572707107728
0,0,0,4,0,1.02175054081204
0,1,0,0,0,9.02715495845177
1,1,1,1,2,24.2741989732317
2,1,1,4,0,6.13803365494958
2,1,2,3,2,9.56528818032838
0,1,1,1,0,0.827625762249415
0,1,1,0,2,32.6928686446228
1,1,0,3,0,-9.87800570839908
0,1,2,4,1,2.91522280425447
0,0,0,1,1,10.6401626050218
0,0,0,2,1,12.9625291151528
0,0,0,3,2,3.18304194904294
0,0,2,3,2,4.85845855420829
1,1,0,4,1,12.3632038290339
0,1,1,4,2,3.83214259290283
2,1,1,2,1,2.10757941587172
2,0,0,1,1,4.43063011281475
0,0,0,1,2,8.25536176488995
1,1,1,4,0,3.29086156132512
0,0,1,2,1,2.18168919483133
2,0,1,4,0,52.6179784153175
1,1,2,3,0,33.0256581447097
0,0,1,1,0,21.7052569275311
2,1,1,2,0,3.68050507241189
1,1,0,0,1,12.1526728431413
1,0,1,2,1,0.676762697979802
2,0,2,1,0,1.7245137293493
0,0,1,2,1,10.1373113915341
0,0,1,2,1,49.9111962055717
0,0,0,1,2,20.2679176859795
1,0,1,1,0,7.43541316027936
2,1,2,4,1,1.52367109752578
0,0,2,4,0,3.95907340661208
1,1,1,4,1,2.71954813700545
0,0,2,3,2,1.47183726546417
2,0,0,4,0,0.395255623633264
2,0,0,3,0,4.77085862024022
1,0,0,2,2,4.34029068794119
2,1,1,4,0,14.4451880183089
0,1,2,3,1,22.7248586730995
2,0,2,4,2,71.3416205512307
0,1,1,2,0,6.53678485446813
1,1,2,4,0,2.9992788672963
1,0,2,4,0,19.3102410871114
1,1,2,3,0,28.7017799847209
2,0,2,0,0,0.692911406053574
0,1,1,2,2,1.33498062246576
1,1,2,1,2,7.71432909325102
1,1,2,3,1,3.10285552671054
1,0,0,3,0,17.1729800633458
1,0,2,1,1,13.0209704130013
1,1,0,3,2,52.5889069393466
2,0,1,1,2,21.1562065354248
2,1,1,0,1,16.4787715808059
2,1,2,1,0,2.96136953888347
0,1,2,3,2,28.9706462421
2,0,0,0,1,-0.613493726966376
2,0,0,3,1,6.06282164706428
1,1,1,2,0,17.5060696299966
0,0,2,0,2,3.48702560305025
0,0,0,0,2,2.52542924742499
1,0,1,0,1,1.22128320505402
2,0,0,1,1,15.3348497251898
2,0,1,4,2,32.1539380021235
0,1,2,2,1,4.77343874850488
0,1,1,2,2,17.1355563038981
1,0,2,4,2,36.9794920127227
0,1,0,3,0,-1.74841948898271
2,1,2,2,1,43.9700630813209
0,0,2,0,0,1.87722861525286
1,1,1,3,0,11.1662913632161
1,0,0,1,2,0.697293829371511
0,0,0,4,1,11.6583066130255
1,1,0,2,2,-2.91069479326488
1,1,2,2,1,1.81509049805075
1,1,2,2,0,44.9103771649338
1,1,0,3,2,26.1940192082018
0,0,1,3,0,47.5802830346181
0,0,1,0,2,5.38334590614301
0,0,2,3,2,4.95178578534708
2,0,2,1,2,2.09167469691948
1,0,0,0,0,13.7646816176067
1,1,0,4,0,2.74065944266078
0,0,1,2,1,15.8397519622661
0,0,0,1,2,1.56206650479138
2,1,1,4,1,7.96881923737649
1,0,1,0,2,4.29767095522349
1,1,0,2,2,1.41090785278919
1,0,1,4,2,23.7361729784878
2,1,1,3,0,12.6475191095591
0,0,1,3,2,1.3855654342742
2,0,2,4,1,14.3044421522286
2,1,2,3,2,2.97639085627968
0,1,1,1,0,1.3088341183937
1,1,2,3,1,2.65385198801812
1,0,2,0,0,2.66958805409937
2,1,1,0,2,25.4835938428261
2,0,0,3,2,21.1863936526403
1,1,0,0,0,1.46725433738277
1,1,0,4,2,1.90324477970598
0,1,1,4,0,48.1707374967881
1,1,2,0,1,59.5043896554334
0,0,0,3,0,2.13710800564095
0,0,0,0,0,5.91859546571634
0,0,2,1,1,2.53226601370204
2,1,0,4,0,7.12399516097246
2,1,1,1,1,8.99215394154735
1,1,0,4,1,10.1411025469683
0,1,2,3,0,2.7301582911395
1,1,2,0,1,12.8530815131323
2,0,0,0,2,39.0481637787968
2,1,0,2,1,18.1177953932204
0,0,1,0,2,2.92274038966032
1,1,1,4,0,3.54352952640969
2,1,1,1,2,8.28070572631203
1,1,0,2,1,0.909533700172767
2,0,2,2,0,1.41851439065366
1,1,0,4,0,0.842905966890758
2,1,0,4,0,4.41416992878666
1,0,0,3,2,14.5344031741498
2,0,2,2,0,9.52459904055097
2,1,0,1,2,19.2493910078257
0,1,2,2,2,23.9028424375425
0,1,2,3,0,1.29711922750597
1,1,1,3,0,4.26479666420795
0,0,1,0,0,0.57957224558554
0,1,2,0,2,3.23549591788623
0,1,2,0,1,3.84072392597676
1,0,1,3,1,1.65084071733497
2,0,0,4,2,19.8227731472385
1,0,0,0,0,4.53481161130506
1,0,1,3,2,35.8421719495341
1,0,0,4,1,-22.6382989503443
0,0,0,2,0,2.74465559949739
2,0,1,3,1,35.860748361802
0,1,1,3,0,1.06353235027189
1,0,1,4,0,3.09254567706655
1,1,1,1,0,0.982643447847252
2,0,2,3,1,15.1606558648706
2,1,0,3,0,4.02537260077083
2,1,0,3,2,9.80361455541522
2,1,2,4,2,34.460989071359
2,0,0,3,2,4.13414205646399
0,0,2,3,0,10.9362326093866
1,1,1,4,0,7.61021165285429
2,1,0,0,1,4.55608711888481
0,0,2,1,1,2.89796246382236
1,0,2,4,2,20.6813163481167
1,1,2,3,1,9.76184233683992
2,1,2,1,2,54.8616673346873
2,0,0,1,1,4.63681355758063
1,0,2,0,0,7.21063642858549
2,0,1,3,1,11.5550002147045
0,0,0,2,1,6.74463514361615
2,0,1,4,1,1.73967597704973
0,1,1,0,1,1.36006353190962
2,1,1,1,0,3.83509070284238
1,0,0,1,1,5.1468870651734
2,0,1,4,0,13.3758853338399
1,1,2,1,0,21.5403460309171
0,0,1,2,2,14.7998735725651
0,0,1,2,2,2.61555804819275
2,0,0,2,2,7.45579385586113
1,0,1,2,0,12.6805954755791
0,0,0,1,0,9.93365100634418
1,0,2,1,0,2.44529660440806
0,0,2,3,1,28.9504775502289
1,1,2,1,1,59.8630509384848
0,0,0,2,2,13.7134852112062
0,0,2,3,2,15.1774992286353
1,1,2,2,1,3.17335593483075
2,1,2,0,2,3.02641094781984
2,0,1,3,1,20.9178631059628
1,0,2,3,1,34.1125083898588
1,0,1,3,1,13.8883507804877
2,0,1,1,0,1.89583390500944
1,0,1,1,1,17.9606080100615
0,0,0,0,2,2.34918497329307
0,1,1,4,2,4.05490662908819
0,0,0,3,1,11.7027643645696
1,0,0,1,2,13.3244049776893
0,0,0,2,2,0.810939933980121
2,0,0,1,1,1.99324049931215
0,1,1,1,2,9.12751331196556
1,1,0,1,1,0.554086223255036
1,1,2,3,0,13.6995502291765
1,0,0,0,0,5.47955091762596
1,0,0,2,0,-1.31856743964013
2,1,0,2,1,21.1279050431296
1,0,2,4,2,3.11342799301411
1,0,2,4,1,3.67845293266343
1,1,0,3,1,13.8775481962865
0,0,1,4,2,7.90553972596006
2,0,2,1,0,6.07949491539165
0,0,0,0,2,1.26755890097386
2,0,2,4,2,34.1631339269097
1,1,2,1,1,5.32442329186191
2,0,1,3,0,20.2569760217063
2,0,2,3,2,2.1549032076723
2,0,2,2,0,6.15407414513943
0,1,0,0,0,1.32629371002423
2,0,0,1,2,21.0961265639693
0,1,1,4,1,3.05729058163824
2,0,0,1,0,8.85575069559795
0,1,0,0,2,0.773479983415811
0,1,0,4,1,23.5115224626084
0,0,2,2,2,1.38224402542428
1,0,0,3,1,15.5372169916135
2,0,1,0,2,23.7839614400117
1,0,0,4,0,14.5159315063749
2,1,0,3,1,9.50497601008477
2,1,0,1,2,2.69519062746451
0,0,1,1,0,40.6156438247758
2,1,1,0,1,16.4588105382914
1,1,0,4,1,16.5462631801882
1,1,2,2,0,1.59653943121389
2,0,1,3,0,3.19399613816927
2,1,1,4,1,1.66032425803338
0,0,0,3,1,2.83809132225071
1,0,1,2,1,1.30275843663797
0,0,1,3,1,2.07403604303396
2,1,2,2,2,14.9038769582941
0,0,1,1,1,10.8701543822635
2,1,2,1,0,1.13550562959489
1,0,0,2,2,1.9618598195053
1,1,2,1,2,1.21197083476388
2,1,0,3,2,59.3906149463827
2,1,2,2,1,1.66523453374014
1,0,0,1,2,2.05440063284439
2,1,0,1,2,5.12946864343647
2,0,2,1,0,1.18132239237042
0,0,0,1,1,0.483941383657306
0,0,1,3,1,15.7839133256823
2,1,2,0,2,1.45073651554035
0,0,1,3,2,17.5910256994691
0,1,1,4,0,12.074693862739
2,1,2,0,0,9.68229599645714
0,0,2,2,2,2.85453108019018
0,0,2,3,1,5.11417927468103
2,0,2,1,2,14.6358060914724
0,0,2,3,2,7.43805425079286
0,0,1,2,1,5.20793331001181
0,1,2,4,1,3.20948140268008
2,1,1,1,1,1.25099392542042
1,1,0,0,2,2.12146084704375
2,0,1,3,0,13.7347228324963
2,1,0,3,0,2.36327781351102
1,0,1,1,1,2.95316878411831
0,0,1,0,2,1.58140658845135
2,0,2,3,2,4.80553002659384
2,1,2,3,0,1.44513706892741
0,0,1,0,0,2.31933902343422
0,0,0,4,2,24.7289150127645
1,0,1,2,2,37.1834481980044
0,0,0,2,0,2.10898171788081
2,0,1,2,0,25.3530153111116
0,0,1,4,0,10.0838166336832
2,0,0,0,2,3.88805039532167
1,1,0,2,2,-1.53291076130451
2,0,1,0,2,6.79454957947147
2,0,1,1,2,1.69473728224056
1,0,0,1,0,-0.106632879257153
2,0,0,1,2,29.2115383638199
1,1,1,2,1,2.56730958939086
0,1,2,4,2,62.1941400116493
1,1,2,0,1,6.12533183870646
2,0,0,2,1,2.88911445651222
2,1,1,4,1,40.002590245814
1,1,1,3,2,3.60197817585195
0,1,2,4,0,5.39500271189867
2,1,1,4,0,30.282934419793
0,0,2,1,2,8.74721888212736
0,0,1,2,2,29.9156722913559
2,1,1,1,1,11.0678776302674
0,1,2,0,2,2.39873394071572
1,0,1,3,1,2.15477877733711
1,1,0,4,1,2.4081716746994
0,1,1,0,2,12.9460735486439
2,0,1,0,0,0.550102434153798
0,1,0,0,0,0.451717917945357
2,1,1,2,1,4.83192546311376
0,0,2,2,2,13.7443578626632
0,1,0,2,1,7.42908953215227
1,0,0,2,2,0.609351264518275
1,1,1,1,0,2.5022739108448
1,0,1,4,0,1.94906889300865
0,0,2,1,2,20.3525632680214
0,1,1,2,0,10.3738850662595
2,1,0,2,1,9.90095881291032
0,0,2,3,1,8.59137678577473
0,0,0,4,1,0.407127789883444
0,1,1,1,1,2.86934154079961
0,0,1,2,2,1.97713966741701
0,0,0,3,2,1.71242957574235
1,0,1,2,2,22.9572199353186
1,0,2,2,1,28.2515247208839
1,0,0,2,0,8.2348731243728
1,0,1,1,1,1.09254981199949
0,0,2,1,2,5.60643854647508
1,1,0,0,2,3.19724059358581
0,1,0,0,2,1.40593803583783
0,0,1,1,2,0.519207016243269
0,1,2,0,1,4.57791161588256
0,0,0,2,0,12.2986693619062
2,0,1,3,1,22.0973586191968
1,0,1,2,0,10.4063217249271
1,0,0,4,2,0.898020899383813
2,0,1,2,0,8.56650610058948
1,0,2,4,2,5.94804444698381
0,0,0,4,1,3.30119443628975
2,1,2,3,2,32.5302582161807
0,1,2,1,2,4.21420581768889
2,1,1,3,0,4.77312791481097
1,1,0,1,2,26.5598955111658
0,1,2,3,1,2.92967638671305
0,1,2,0,1,12.1597687640654
1,0,2,2,1,87.3826751135433
2,1,0,2,2,2.15711353168081
1,0,0,2,1,0.483308626917244
1,0,2,2,1,2.33004876200273
1,0,0,2,0,7.61031992412804
2,0,0,4,2,24.7383712515298
2,0,2,3,0,3.22806260297429
0,1,0,3,2,4.12959706009657
0,1,2,3,0,1.17620820997962
0,0,2,4,0,2.44130860857196
1,0,2,2,0,1.06476018007685
1,1,0,2,0,1.97894161790302
1,1,1,1,0,15.2617938211658
0,1,0,4,0,1.10725203443211
1,1,2,4,1,24.327729116025
2,0,1,4,0,5.16478508176633
1,1,0,2,2,2.15847674527813
0,0,2,2,2,1.91593163897679
2,1,0,3,1,19.1263887171863
1,1,2,2,1,11.6726306588076
0,1,0,3,1,-1.870465221714
2,0,0,3,0,7.78073816200295
0,1,2,4,0,4.32679854784818
0,0,0,4,2,-27.4293411056033
0,0,0,0,0,-16.1392311543491
2,0,1,3,0,6.54334386895322
0,0,1,0,0,1.69024487582676
1,1,1,2,0,1.03655413330996
1,0,1,0,0,1.03495413866403
0,1,2,3,2,13.0501617611972
0,0,2,2,0,10.4225988571126
0,1,0,4,1,2.91594453082794
1,0,2,0,0,6.09850946817731
1,1,0,2,2,2.72944034945908
0,1,1,3,2,5.6366792584037
1,1,0,0,2,2.39843689424809
2,1,1,2,2,4.03028040302765
2,0,0,0,1,1.30991217277878
1,0,0,4,0,4.13832075730922
1,1,0,4,2,26.5213619920262
2,0,2,3,0,15.4340110555737
1,1,2,3,1,8.62603254989152
1,0,2,2,2,1.70945712596058
1,0,1,2,1,2.40978467344217
2,0,0,1,2,1.52747161364322
1,1,1,3,2,29.4093054120183
0,0,1,1,0,2.45762046260877
0,1,0,1,2,25.9933762228356
0,1,2,3,1,2.57324304236695
1,1,2,0,1,11.1892146545991
2,1,0,2,2,37.7242749561437
0,0,1,4,0,1.46252830937286
1,1,0,3,0,8.14342573800189
0,0,0,0,1,0.199948733037671
2,0,1,0,1,2.00810997568962
1,1,2,0,0,15.758565801481
