"","x1","x2","x3","x4","x5","z"
"185","1","1","0","1","2","0"
"186","0","0","1","1","0","0"
"187","2","1","0","0","3","1"
"188","2","0","1","2","2","2"
"189","0","1","2","1","3","3"
"190","0","0","2","0","3","3"
"191","1","1","0","2","0","0"
"192","1","1","0","1","3","3"
"193","1","1","0","1","1","1"
"194","0","1","1","2","2","3"
"195","0","1","0","0","0","0"
"196","2","0","1","2","0","2"
"197","1","1","0","2","3","3"
"198","2","1","1","2","2","3"
"199","2","1","1","1","0","0"
"200","1","1","2","0","2","2"
"201","0","1","0","0","0","0"
"202","1","0","2","1","2","2"
"203","2","0","2","1","0","1"
"204","2","0","1","0","0","0"
"205","0","0","1","1","1","0"
"206","0","1","2","1","0","1"
"207","0","0","1","1","3","1"
"208","0","1","2","2","2","3"
"209","0","1","0","0","3","0"
"210","1","1","0","1","2","1"
"211","0","1","2","1","3","3"
"212","2","0","2","1","2","3"
"213","1","1","0","0","3","2"
"214","1","1","0","0","0","0"
"215","2","0","1","2","1","1"
"216","1","0","0","2","3","2"
"217","1","1","0","0","2","1"
"218","2","1","0","1","3","3"
"219","1","1","0","0","2","1"
"220","0","0","0","0","1","0"
"221","1","1","1","2","2","3"
"222","1","0","2","2","0","2"
"223","0","0","2","2","2","2"
"224","0","0","0","1","3","2"
"225","2","0","2","2","2","2"
"226","1","0","1","1","3","3"
"227","2","1","0","2","0","0"
"228","1","0","2","0","2","2"
"229","0","0","2","1","3","2"
"230","2","0","1","2","1","2"
"231","1","0","1","0","1","1"
"232","2","0","2","1","0","2"
"233","0","1","1","0","1","0"
"234","0","0","1","1","0","1"
"235","1","0","0","1","3","0"
"236","1","1","0","0","1","1"
"237","2","0","0","0","1","0"
"238","1","1","2","2","3","3"
"239","1","1","1","1","0","1"
"240","0","1","2","1","1","2"
"241","0","1","0","1","0","0"
"242","2","0","2","0","3","2"
"243","2","0","1","2","1","2"
"244","2","1","1","1","1","2"
"245","0","0","1","1","2","2"
"246","2","1","1","0","0","1"
"247","2","1","0","1","2","2"
"248","1","0","1","0","2","1"
"249","2","1","0","0","3","1"
"250","0","0","0","0","2","0"
"251","0","0","1","0","1","1"
"252","1","1","0","1","3","1"
"253","0","0","0","1","2","1"
"254","1","1","1","1","1","1"
"255","2","0","1","1","1","2"
"256","0","1","1","0","3","2"
"257","0","1","0","1","0","0"
"258","1","1","1","0","3","3"
"259","0","0","0","2","0","0"
"260","1","1","2","0","1","2"
"261","2","1","0","0","0","0"
"262","2","1","2","0","2","3"
"263","1","1","0","1","0","1"
"264","0","1","1","2","1","2"
"265","1","1","2","2","1","3"
"266","2","1","2","0","2","3"
"267","2","1","2","2","1","3"
"268","1","1","0","1","2","1"
"269","0","1","1","2","3","3"
"270","1","1","0","2","2","2"
"271","2","1","2","2","2","3"
"272","1","0","2","0","0","1"
"273","1","1","1","1","1","2"
"274","2","0","2","1","3","3"
"275","1","1","2","1","0","3"
"276","2","1","2","2","0","2"
"277","2","1","1","1","0","1"
"278","0","1","0","0","1","0"
"279","2","1","0","1","0","1"
"280","2","0","1","1","3","3"
"281","2","1","0","0","2","2"
"282","0","1","1","2","3","3"
"283","0","0","2","2","3","3"
"284","2","0","0","1","3","1"
"285","1","0","2","1","0","1"
"286","1","1","1","2","3","3"
"287","2","0","0","1","0","0"
"288","0","0","1","2","1","2"
"289","0","0","1","1","2","1"
"290","1","0","0","2","2","2"
"291","0","1","2","0","1","2"
"292","2","1","0","2","0","2"
"293","0","1","2","2","2","3"
"294","2","1","0","2","1","3"
"295","1","1","2","2","2","3"
"296","0","1","1","2","2","3"
"297","1","0","0","0","0","0"
"298","2","0","1","2","0","1"
"299","1","1","0","1","3","2"
"300","0","1","1","1","1","1"
"301","1","0","0","1","0","0"
"302","2","1","1","1","2","2"
"303","1","1","0","1","1","1"
"304","2","0","1","1","3","2"
"305","1","1","1","1","3","2"
"306","1","0","0","2","1","1"
"307","2","0","1","0","3","2"
"308","2","0","0","1","0","0"
"309","0","0","1","0","3","3"
"310","1","1","0","1","3","3"
"311","1","0","1","1","0","0"
"312","0","1","2","2","3","3"
"313","0","0","2","2","3","3"
"314","0","1","1","2","0","1"
"315","2","1","2","1","1","2"
"316","1","0","0","2","3","2"
"317","0","0","1","0","1","0"
"318","1","0","2","2","2","3"
"319","0","1","1","0","0","0"
"320","2","1","2","0","2","3"
"321","0","1","1","0","3","2"
"322","1","0","1","0","3","2"
"323","1","1","2","2","2","3"
"324","1","1","0","0","0","0"
"325","2","1","0","0","0","0"
"326","0","1","2","2","0","2"
"327","2","0","0","1","1","0"
"328","1","0","0","1","2","0"
"329","0","0","1","0","2","1"
"330","1","1","1","0","3","3"
"331","2","0","1","2","1","1"
"332","1","0","2","1","2","2"
"333","0","0","0","0","1","0"
"334","1","0","2","0","3","2"
"335","2","0","0","1","3","1"
"336","1","1","1","0","3","2"
"337","0","0","2","0","3","1"
"338","0","1","2","1","2","2"
"339","0","0","1","1","2","1"
"340","0","1","2","2","1","3"
"341","1","1","2","1","0","1"
"342","2","0","1","1","0","1"
"343","0","1","2","2","2","3"
"344","0","0","2","1","1","2"
"345","2","1","0","2","3","3"
"346","1","0","2","1","1","2"
"347","2","0","1","0","0","0"
"348","0","1","2","1","1","1"
"349","1","0","1","0","0","0"
"350","2","1","1","0","0","1"
"351","2","0","2","2","2","3"
"352","0","0","2","2","0","1"
"353","2","0","2","2","1","3"
"354","0","1","1","0","1","0"
"355","0","1","2","0","3","3"
"356","2","1","2","0","3","3"
"357","1","1","0","1","1","0"
"358","2","1","1","0","0","0"
"359","1","1","0","1","0","0"
"360","0","0","1","1","0","1"
"361","0","1","2","0","3","3"
"362","0","0","2","0","1","2"
"363","0","1","1","2","1","2"
"364","1","1","0","2","0","1"
"365","1","0","1","1","2","1"
"366","1","0","2","2","2","2"
"367","2","1","0","2","3","3"
"368","0","1","1","0","1","0"
"369","1","0","1","1","0","0"
"370","1","0","1","1","3","3"
"371","2","0","1","0","3","2"
"372","1","0","2","0","1","1"
"373","2","1","2","0","1","2"
"374","0","1","2","1","3","3"
"375","2","1","2","0","1","3"
"376","0","0","0","2","1","0"
"377","1","0","0","1","3","2"
"378","0","0","0","1","0","0"
"379","1","0","0","1","2","1"
"380","2","0","2","0","0","1"
"381","2","1","2","1","0","2"
"382","0","1","0","2","3","2"
"383","2","1","1","1","3","3"
"384","2","1","0","0","2","1"
"385","1","1","0","0","2","1"
"386","1","0","0","1","0","0"
"387","1","1","0","0","2","1"
"388","2","1","1","0","3","3"
"389","2","0","1","2","1","3"
"390","2","0","1","0","3","2"
"391","1","1","1","0","2","1"
"392","1","0","0","0","0","0"
"393","2","0","0","0","1","0"
"394","0","0","0","2","3","2"
"395","1","1","0","1","3","1"
"396","2","0","2","2","1","2"
"397","2","1","0","0","2","1"
"398","1","0","2","2","1","3"
"399","1","1","1","1","2","2"
"400","2","0","2","2","2","3"
"401","2","1","2","1","0","2"
"402","0","0","1","1","1","1"
"403","1","1","2","1","0","0"
"404","1","1","2","2","3","3"
"405","0","0","0","2","1","0"
"406","0","1","0","0","0","0"
"407","1","1","1","1","3","2"
"408","2","1","1","2","0","2"
"409","2","1","2","1","3","3"
"410","0","1","1","1","1","0"
"411","0","1","1","0","3","1"
"412","1","1","0","1","0","0"
"413","0","1","2","2","1","3"
"414","0","0","0","0","2","0"
"415","0","0","0","1","1","0"
"416","0","0","0","2","3","2"
"417","0","0","2","1","3","3"
"418","1","1","0","2","2","2"
"419","0","1","1","2","3","3"
"420","2","1","1","1","2","3"
"421","2","0","0","0","2","1"
"422","0","0","0","0","3","1"
"423","1","1","1","2","0","2"
"424","0","0","1","1","2","1"
"425","2","0","1","2","0","0"
"426","1","1","2","2","0","2"
"427","0","0","1","1","0","0"
"428","2","1","1","1","1","2"
"429","1","1","0","0","2","1"
"430","1","0","1","1","1","1"
"431","2","0","2","0","0","2"
"432","0","0","1","1","1","1"
"433","0","0","1","1","2","2"
"434","0","0","0","0","3","1"
"435","1","0","1","1","0","0"
"436","2","1","2","2","1","3"
"437","0","0","2","2","0","1"
"438","1","1","1","2","2","2"
"439","0","0","2","2","3","2"
"440","2","0","0","2","0","0"
"441","2","0","0","2","0","0"
"442","1","0","0","1","2","1"
"443","2","1","1","2","0","2"
"444","0","1","2","2","1","3"
"445","2","0","2","2","3","3"
"446","0","1","1","1","0","1"
"447","1","1","2","2","0","3"
"448","1","0","2","2","0","3"
"449","1","1","2","2","0","1"
"450","2","0","2","0","0","0"
"451","0","1","1","1","2","2"
"452","1","1","2","0","3","3"
"453","1","1","2","1","2","3"
"454","1","0","0","1","1","0"
"455","1","0","2","0","2","2"
"456","1","1","0","2","2","1"
"457","2","0","1","0","2","2"
"458","2","1","1","0","2","1"
"459","2","1","2","0","1","3"
"460","0","1","2","2","3","3"
"461","2","0","0","0","2","0"
"462","2","0","0","2","2","1"
"463","1","1","1","1","0","1"
"464","0","0","2","0","3","2"
"465","0","0","0","0","3","0"
"466","1","0","1","0","2","1"
"467","2","0","0","0","1","1"
"468","2","0","1","2","2","3"
"469","0","1","2","1","1","2"
"470","0","1","1","1","3","3"
"471","1","0","2","2","3","3"
"472","0","1","0","2","1","0"
"473","2","1","2","1","2","3"
"474","0","0","2","0","0","0"
"475","1","1","1","2","0","1"
"476","1","0","0","0","2","0"
"477","0","0","0","2","2","1"
"478","1","1","0","1","2","0"
"479","1","1","2","1","2","3"
"480","1","1","2","1","1","3"
"481","1","1","0","1","3","3"
"482","0","0","1","1","0","0"
"483","0","0","1","0","3","2"
"484","0","0","2","1","3","3"
"485","2","0","2","0","3","3"
"486","1","0","0","0","1","0"
"487","1","1","0","2","0","0"
"488","0","0","1","1","1","0"
"489","0","0","0","1","3","1"
"490","2","1","1","2","1","3"
"491","1","0","1","0","2","0"
"492","1","1","0","1","3","1"
"493","1","0","1","2","3","3"
"494","2","1","1","2","0","1"
"495","0","0","1","2","2","2"
"496","2","0","2","2","1","3"
"497","2","1","2","2","3","3"
"498","0","1","1","1","0","1"
"499","1","1","2","1","1","2"
"500","1","0","2","0","1","0"
"501","2","1","1","0","3","2"
"502","2","0","0","2","3","2"
"503","1","1","0","0","0","0"
"504","1","1","0","2","3","2"
"505","0","1","1","2","0","1"
"506","1","1","2","0","1","3"
"507","0","0","0","1","1","0"
"508","0","0","0","0","0","0"
"509","0","0","2","0","1","2"
"510","2","1","0","2","1","2"
"511","2","1","1","1","2","2"
"512","1","1","0","2","2","2"
"513","0","1","2","2","0","1"
"514","1","1","2","0","1","2"
"515","2","0","0","0","3","1"
"516","2","1","0","1","1","2"
"517","0","0","1","0","3","1"
"518","1","1","1","2","0","2"
"519","2","1","1","0","3","3"
"520","1","1","0","1","2","1"
"521","2","0","2","1","1","2"
"522","1","1","0","2","0","0"
"523","2","1","0","2","1","1"
"524","1","0","0","1","2","1"
"525","2","0","2","1","1","3"
"526","2","1","0","0","2","2"
"527","0","1","2","1","2","3"
"528","0","1","2","2","0","2"
"529","1","1","1","1","1","2"
"530","0","0","1","0","0","0"
"531","0","1","2","0","3","2"
"532","0","1","2","0","1","1"
"533","1","0","1","2","2","2"
"534","2","0","0","2","3","3"
"535","1","0","0","0","0","0"
"536","1","0","1","1","2","2"
"537","1","0","0","2","1","0"
"538","0","0","0","1","0","0"
"539","2","0","1","1","2","2"
"540","0","1","1","1","0","0"
"541","1","0","1","2","0","2"
"542","1","1","1","0","1","1"
"543","2","0","2","1","1","2"
"544","2","1","0","2","1","2"
"545","2","1","0","2","3","1"
"546","2","1","2","2","3","3"
"547","2","0","0","2","3","2"
"548","0","0","2","2","0","1"
"549","1","1","1","2","0","1"
"550","2","1","0","0","1","1"
"551","0","0","2","0","2","2"
"552","1","0","2","2","2","3"
"553","1","1","2","2","1","2"
"554","2","1","2","1","2","3"
"555","2","0","0","1","1","0"
"556","1","0","2","0","0","1"
"557","2","0","1","2","2","3"
"558","0","0","0","1","1","0"
"559","2","0","1","2","1","2"
"560","0","1","1","0","2","1"
"561","2","1","1","0","0","0"
"562","1","0","0","0","2","0"
"563","2","0","1","2","0","2"
"564","1","1","2","1","1","2"
"565","0","0","1","1","3","2"
"566","0","0","1","1","3","1"
"567","2","0","0","1","3","1"
"568","1","0","1","1","0","0"
"569","0","0","0","0","0","0"
"570","1","0","2","1","1","1"
"571","0","0","2","1","1","2"
"572","1","1","2","1","2","3"
"573","0","0","0","1","3","1"
"574","0","0","2","1","3","2"
"575","1","1","2","1","2","3"
"576","2","1","2","0","2","2"
"577","2","0","1","2","2","2"
"578","1","0","2","2","1","3"
"579","1","0","1","1","1","1"
"580","2","0","1","1","1","1"
"581","1","0","1","0","2","1"
"582","0","0","0","0","3","1"
"583","0","1","1","2","3","3"
"584","0","0","0","2","2","1"
"585","1","0","0","0","3","1"
"586","0","0","0","1","3","0"
"587","2","0","0","1","2","0"
"588","0","1","1","0","3","2"
"589","1","1","0","0","1","0"
"590","1","1","2","2","0","1"
"591","1","0","0","0","1","0"
"592","1","0","0","1","0","0"
"593","2","1","0","1","2","1"
"594","1","0","2","2","3","3"
"595","1","0","2","2","2","3"
"596","1","1","0","2","1","2"
"597","0","0","1","2","2","2"
"598","2","0","2","0","0","1"
"599","0","0","0","0","3","0"
"600","2","0","2","2","3","3"
"601","1","1","2","0","1","3"
"602","2","0","1","2","0","0"
"603","2","0","2","2","2","2"
"604","2","0","2","1","0","2"
"605","0","1","0","0","0","0"
"606","2","0","0","0","2","1"
"607","0","1","1","2","1","2"
"608","2","0","0","0","0","0"
"609","0","1","0","0","2","1"
"610","0","1","0","2","1","1"
"611","0","0","2","1","3","3"
"612","1","0","0","1","1","1"
"613","2","0","1","0","3","2"
"614","1","0","0","2","1","1"
"615","2","1","0","2","2","1"
"616","2","1","0","0","2","1"
"617","0","0","1","0","0","0"
"618","2","1","1","0","2","2"
"619","1","1","0","2","1","2"
"620","1","1","2","1","0","1"
"621","2","0","1","1","0","1"
"622","2","1","1","2","1","3"
"623","0","0","0","2","1","1"
"624","1","0","1","1","1","2"
"625","0","0","1","1","2","2"
"626","2","1","2","1","3","3"
"627","0","0","1","0","2","1"
"628","2","1","2","1","0","1"
"629","1","0","0","1","3","2"
"630","1","1","2","1","2","2"
"631","2","1","0","2","3","3"
"632","2","1","2","1","2","3"
"633","1","0","0","0","3","2"
"634","2","1","0","0","3","2"
"635","2","0","2","0","0","1"
"636","0","0","0","0","2","0"
"637","0","0","1","1","2","1"
"638","2","1","2","0","3","3"
"639","0","0","1","2","3","2"
"640","0","1","1","2","0","2"
"641","2","1","2","0","0","1"
"642","0","0","2","1","2","2"
"643","0","0","2","2","1","1"
"644","2","0","2","0","3","3"
"645","0","0","2","1","3","2"
"646","0","0","1","1","2","0"
"647","0","1","2","2","2","3"
"648","2","1","1","0","2","1"
"649","1","1","0","0","3","1"
"650","2","0","1","2","0","0"
"651","2","1","0","2","1","1"
"652","1","0","1","0","2","1"
"653","0","0","1","0","2","1"
"654","2","0","2","2","3","3"
"655","2","1","2","1","1","3"
"656","0","0","1","0","1","0"
"657","0","0","0","2","3","2"
"658","1","0","1","1","3","3"
"659","0","0","0","1","0","0"
"660","2","0","1","1","0","0"
"661","0","0","1","2","1","1"
"662","2","0","0","0","3","3"
"663","1","1","0","1","2","0"
"664","2","0","1","0","3","2"
"665","2","0","1","0","3","2"
"666","1","0","0","0","0","0"
"667","2","0","0","0","2","0"
"668","1","1","1","1","2","1"
"669","0","1","2","2","3","3"
"670","1","1","2","0","1","2"
"671","2","0","0","1","2","1"
"672","2","1","1","2","1","3"
"673","1","1","1","2","3","3"
"674","0","1","2","2","0","2"
"675","2","1","1","2","0","2"
"676","0","0","2","0","2","2"
"677","0","0","1","1","3","1"
"678","2","1","1","0","1","1"
"679","0","1","2","0","2","2"
"680","1","0","1","2","1","1"
"681","1","1","0","2","2","2"
"682","0","1","1","0","3","2"
"683","2","0","1","0","1","0"
"684","0","1","0","0","0","0"
"685","2","1","1","1","1","2"
"686","0","0","2","1","3","3"
"687","0","1","0","1","2","2"
"688","1","0","0","1","3","0"
"689","1","1","1","1","1","1"
"690","1","0","1","2","0","1"
"691","0","0","2","1","3","3"
"692","0","1","1","1","1","1"
"693","2","1","0","1","2","2"
"694","0","0","2","2","2","2"
"695","0","0","0","2","1","0"
"696","0","1","1","0","2","1"
"697","0","0","1","1","3","2"
"698","0","0","0","1","3","0"
"699","1","0","1","1","3","2"
"700","1","0","2","1","2","2"
"701","1","0","0","1","0","0"
"702","1","0","1","1","1","2"
"703","0","0","2","0","3","3"
"704","1","1","0","0","3","1"
"705","0","1","0","0","3","1"
"706","0","0","1","0","3","2"
"707","0","1","2","0","2","2"
"708","0","0","0","1","1","0"
"709","2","0","1","1","1","1"
"710","1","0","1","1","1","1"
"711","1","0","0","2","3","2"
"712","2","0","1","1","0","0"
"713","1","0","2","2","3","3"
"714","0","0","0","2","2","1"
"715","2","1","2","2","3","3"
"716","0","1","2","0","3","3"
"717","2","1","1","2","0","2"
"718","1","1","0","1","3","1"
"719","0","1","2","2","1","3"
"720","0","1","2","0","2","2"
"721","1","0","2","1","1","2"
"722","2","1","0","1","3","3"
"723","1","0","0","1","2","0"
"724","1","0","2","1","2","3"
"725","1","0","0","1","0","0"
"726","2","0","0","2","3","3"
"727","2","0","2","2","0","2"
"728","0","1","0","2","3","3"
"729","0","1","2","2","0","2"
"730","0","0","2","2","1","3"
"731","1","0","2","1","0","0"
"732","1","1","0","1","1","0"
"733","1","1","1","0","1","1"
"734","0","1","0","2","0","0"
"735","1","1","2","2","1","3"
"736","2","0","1","2","0","1"
"737","1","1","0","1","3","2"
"738","0","0","2","1","2","2"
"739","2","1","0","2","1","2"
"740","1","1","2","1","1","3"
"741","0","1","0","1","1","0"
"742","2","0","0","2","0","1"
"743","0","1","2","2","0","2"
"744","0","0","0","2","3","0"
"745","0","0","0","0","0","0"
"746","2","0","1","2","1","1"
"747","0","0","1","0","1","0"
"748","1","1","1","1","0","0"
"749","1","0","1","0","1","0"
"750","0","1","2","2","2","3"
"751","0","0","2","1","0","0"
"752","0","1","0","2","2","2"
"753","1","0","2","0","0","0"
"754","1","1","0","1","3","2"
"755","0","1","1","2","3","3"
"756","1","1","0","0","3","2"
"757","2","1","1","1","2","2"
"758","2","0","0","0","1","1"
"759","1","0","0","2","0","0"
"760","1","1","0","2","3","2"
"761","2","0","2","1","0","1"
"762","1","1","2","1","2","3"
"763","1","0","2","1","3","2"
"764","1","0","1","1","2","2"
"765","2","0","0","0","3","2"
"766","1","1","1","2","3","3"
"767","0","0","1","0","0","0"
"768","0","1","0","0","3","1"
"769","0","1","2","1","2","2"
"770","1","1","2","0","2","3"
"771","2","1","0","1","3","2"
"772","0","0","1","2","0","1"
"773","1","1","0","1","0","0"
"774","0","0","0","0","1","0"
"775","2","0","1","0","1","1"
"776","1","1","2","0","0","0"
"777","1","0","2","2","2","2"
"778","1","1","2","2","1","3"
"779","0","0","0","0","3","1"
"780","1","1","0","1","3","2"
"781","1","1","0","0","1","0"
"782","2","1","0","1","0","0"
"783","0","0","2","2","0","1"
"784","0","0","0","2","2","1"
"785","2","0","2","0","3","2"
"786","0","1","1","2","0","2"
"787","0","1","1","1","2","1"
"788","1","0","0","1","1","0"
"789","1","1","0","1","1","1"
"790","2","0","0","2","1","0"
"791","1","0","0","2","2","0"
"792","1","1","1","0","2","2"
"793","2","0","1","1","0","2"
"794","1","0","2","2","1","3"
"795","1","1","0","1","2","0"
"796","0","1","1","2","1","2"
"797","0","1","0","1","0","0"
"798","0","0","2","1","3","3"
"799","1","0","1","0","0","0"
"800","0","1","1","1","1","2"
"801","2","0","1","0","0","0"
"802","2","1","1","1","2","3"
"803","1","0","0","1","2","1"
"804","1","1","2","1","1","2"
"805","0","1","2","2","0","1"
"806","1","0","1","0","0","0"
"807","0","1","2","1","1","2"
"808","2","1","0","1","2","1"
"809","2","0","2","1","2","3"
"810","2","0","2","2","1","2"
"811","0","0","2","0","3","3"
"812","2","1","1","1","1","1"
"813","2","0","2","0","0","2"
"814","1","0","1","0","2","0"
"815","0","0","1","0","3","1"
"816","0","1","1","0","3","2"
"817","1","1","0","0","0","0"
"818","2","1","1","2","0","2"
"819","0","1","2","0","3","3"
"820","2","1","1","0","3","3"
"821","0","0","0","1","0","0"
"822","1","0","1","0","1","1"
"823","1","0","2","1","0","2"
"824","0","1","0","1","1","0"
"825","1","0","0","0","1","0"
"826","2","1","2","1","1","3"
"827","0","1","0","2","0","0"
"828","0","1","2","1","2","3"
"829","1","1","0","2","3","3"
"830","1","0","0","1","3","1"
"831","1","1","2","2","3","3"
"832","2","1","2","2","2","3"
"833","1","1","0","2","2","2"
"834","2","0","1","2","2","3"
"835","0","0","0","1","1","0"
"836","0","1","2","2","0","1"
"837","1","0","2","0","2","3"
"838","1","1","2","1","0","2"
"839","2","1","0","1","0","0"
"840","0","0","1","1","0","0"
"841","2","0","1","1","2","1"
"842","0","1","1","2","1","2"
"843","0","1","1","2","3","3"
"844","1","0","1","0","2","1"
"845","1","0","0","1","2","0"
"846","0","0","2","1","1","1"
"847","0","1","0","2","1","2"
"848","0","1","1","2","3","3"
"849","2","1","1","0","3","2"
"850","2","0","1","2","0","1"
"851","0","0","1","1","2","1"
"852","2","0","2","2","2","3"
"853","1","1","2","1","0","1"
"854","0","1","0","0","0","0"
"855","2","0","2","2","0","3"
"856","1","1","2","0","3","3"
"857","2","1","2","1","0","2"
"858","1","0","0","1","3","2"
"859","2","1","1","2","2","3"
"860","0","0","2","0","1","2"
"861","1","0","2","1","1","2"
"862","1","1","1","1","0","1"
"863","1","1","1","2","0","1"
"864","1","1","0","1","1","0"
"865","1","0","2","2","2","3"
"866","1","1","2","2","0","2"
"867","2","0","0","0","1","0"
"868","2","0","1","2","0","0"
"869","0","0","0","2","2","1"
"870","2","1","1","0","0","0"
"871","1","1","2","0","3","3"
"872","0","0","2","2","2","2"
